State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Moga,"Nihal Singh Wala",Capsicum,Other,FAQ,19/05/2025,1500,2000,1800
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Apple,Apple,Medium,19/05/2025,11000,12000,11600
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,2500,3000,2700
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Cabbage,Other,FAQ,19/05/2025,1000,1200,1100
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Capsicum,Other,FAQ,19/05/2025,2000,2300,2200
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Field Pea",Other,FAQ,19/05/2025,6500,7000,6800
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Mango,Other,Medium,19/05/2025,5500,6000,5800
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Round gourd",Other,FAQ,19/05/2025,700,800,770
Punjab,Pathankot,Pathankot,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,500,600,600
Punjab,Pathankot,Pathankot,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,19/05/2025,6300,6500,6500
Punjab,Pathankot,Pathankot,Onion,Onion,Non-FAQ,19/05/2025,1100,1500,1500
Punjab,Pathankot,Pathankot,Raddish,Raddish,FAQ,19/05/2025,1300,1500,1500
Punjab,Pathankot,Pathankot,"Water Melon",Other,Medium,19/05/2025,600,800,800
Punjab,Patiala,Ghanaur,Potato,Other,FAQ,19/05/2025,800,1000,900
Punjab,Patiala,Ghanaur,Tomato,Other,FAQ,19/05/2025,600,800,700
Punjab,"Ropar (Rupnagar)",Morinda,Apple,Apple,Medium,19/05/2025,10000,10000,10000
Punjab,"Ropar (Rupnagar)",Morinda,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1200,1500,1300
Punjab,"Ropar (Rupnagar)",Morinda,Cabbage,Cabbage,FAQ,19/05/2025,200,200,200
Punjab,"Ropar (Rupnagar)",Morinda,Capsicum,Capsicum,FAQ,19/05/2025,1500,1500,1500
Punjab,"Ropar (Rupnagar)",Morinda,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,1000,1200,1100
Punjab,"Ropar (Rupnagar)",Morinda,Garlic,Garlic,FAQ,19/05/2025,7000,8000,7500
Punjab,"Ropar (Rupnagar)",Morinda,"Mousambi(Sweet Lime)",Mousambi,Medium,19/05/2025,5000,5000,5000
Punjab,"Ropar (Rupnagar)",Morinda,Onion,Onion,Non-FAQ,19/05/2025,1300,1500,1400
Punjab,Sangrur,Ahmedgarh,"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,2500,2700,2700
Punjab,Tarntaran,"Naushera Pannuan","Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,2500,2500,2500
Punjab,Tarntaran,"Naushera Pannuan","Bitter gourd","Bitter Gourd",FAQ,19/05/2025,1200,1400,1400
Punjab,Tarntaran,"Naushera Pannuan",Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,1000,1000,1000
Punjab,Tarntaran,Patti,"Bitter gourd",Other,FAQ,19/05/2025,1200,1600,1400
Punjab,Tarntaran,Patti,Garlic,Other,FAQ,19/05/2025,6000,7000,6500
Rajasthan,Chittorgarh,Begu,Maize,Other,FAQ,19/05/2025,2360,2390,2380
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Apple,Apple,Medium,19/05/2025,11800,12200,12000
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,2000,2400,2200
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pomegranate,Other,Medium,19/05/2025,11800,12200,12000
Rajasthan,Ganganagar,Suratgarh,Potato,"(Red Nanital)",FAQ,19/05/2025,700,1000,750
Rajasthan,Jaipur,"Jaipur (F&V)",Ginger(Green),"Green Ginger",FAQ,19/05/2025,3000,3200,3100
Rajasthan,"Jaipur Rural",Bassi,"Barley (Jau)",Other,FAQ,19/05/2025,1950,2251,2100
Rajasthan,"Jaipur Rural",Bassi,Taramira,Other,FAQ,19/05/2025,5191,5245,5218
Rajasthan,Jalore,Bhinmal,Tomato,Other,Non-FAQ,19/05/2025,500,500,500
Rajasthan,"Jodhpur Rural","Ositan Mathania","Cummin Seed(Jeera)",Other,FAQ,19/05/2025,16000,19000,17500
Rajasthan,"Jodhpur Rural","Ositan Mathania",Mustard,Other,FAQ,19/05/2025,6500,7500,7000
Rajasthan,"Jodhpur Rural","Ositan Mathania",Wheat,Local,FAQ,19/05/2025,2500,2700,2600
Rajasthan,Kota,Kota,"Barley (Jau)",Other,FAQ,19/05/2025,2201,2300,2250
Telangana,Adilabad,Khanapur,Paddy(Dhan)(Common),MTU-1010,FAQ,19/05/2025,2300,2300,2300
Telangana,Hyderabad,"Mahboob Manison",Cabbage,Cabbage,FAQ,19/05/2025,600,1200,900
Telangana,Hyderabad,"Mahboob Manison",Capsicum,Capsicum,FAQ,19/05/2025,2500,3000,2750
Telangana,Hyderabad,"Mahboob Manison","Cluster beans","Cluster Beans",FAQ,19/05/2025,3000,3000,3000
Telangana,Hyderabad,"Mahboob Manison","Dry Chillies","1st Sort",FAQ,19/05/2025,9000,13000,10000
Telangana,Hyderabad,"Mahboob Manison","Green Chilli","Green Chilly",FAQ,19/05/2025,2500,3000,2750
Telangana,Hyderabad,"Mahboob Manison",Onion,"2nd Sort",Non-FAQ,19/05/2025,300,1000,800
Telangana,Hyderabad,"Mahboob Manison","Tamarind Fruit",Chapathi,FAQ,19/05/2025,9000,11000,10000
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),"I.R. 64",FAQ,19/05/2025,2300,2300,2300
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,FAQ,19/05/2025,2300,2300,2300
Telangana,Khammam,Charla,Paddy(Dhan)(Common),MTU-1010,FAQ,19/05/2025,2100,2300,2200
Telangana,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,19/05/2025,1800,2400,2300
Telangana,Nalgonda,Devarkonda(Mallepalli),Paddy(Dhan)(Common),MTU-1010,FAQ,19/05/2025,2300,2300,2300
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,3800,3800,3800
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,1800,1800,1800
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Leafy Vegetable","Leafy Vegetables",FAQ,19/05/2025,2000,2000,2000
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,19/05/2025,2500,2500,2500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Pumpkin,Other,FAQ,19/05/2025,1300,1300,1300
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Tomato,Deshi,FAQ,19/05/2025,1300,1300,1300
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Beetroot,Beetroot,FAQ,19/05/2025,1700,1700,1700
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Colacasia,Colacasia,FAQ,19/05/2025,3500,3500,3500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Field Pea","Field Pea",FAQ,19/05/2025,6500,6500,6500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Onion,"1st Sort",Non-FAQ,19/05/2025,1600,1600,1600
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,19/05/2025,2000,2500,2250
Telangana,Warangal,Warangal,Brinjal,Brinjal,FAQ,19/05/2025,1600,2000,1800
Telangana,Warangal,Warangal,Cabbage,Cabbage,FAQ,19/05/2025,2000,2500,2250
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,19/05/2025,2000,2500,2250
Telangana,Warangal,Warangal,Cauliflower,Cauliflower,FAQ,19/05/2025,3500,4000,3750
Telangana,Warangal,Warangal,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,19/05/2025,7500,8000,7750
Telangana,Warangal,Warangal,Tomato,Tomato,FAQ,19/05/2025,800,1000,900
Tripura,Dhalai,Kulai,"Green Chilli","Green Chilly",FAQ,19/05/2025,5500,6000,5800
Tripura,Dhalai,Kulai,Pumpkin,Other,FAQ,19/05/2025,3000,3500,3300
Tripura,Dhalai,Kulai,Tomato,Deshi,FAQ,19/05/2025,4500,5000,4800
Tripura,Gomati,Nutanbazar,Snakeguard,Snakeguard,FAQ,19/05/2025,3850,4000,3950
Tripura,Khowai,Teliamura,Brinjal,Round/Long,FAQ,19/05/2025,1500,1700,1600
Tripura,Khowai,Teliamura,Garlic,China,FAQ,19/05/2025,8000,8200,8100
Tripura,Khowai,Teliamura,Ginger(Green),"Green Ginger",FAQ,19/05/2025,2800,3000,2900
Tripura,Khowai,Teliamura,"Sweet Pumpkin","Sweet Pumpkin",FAQ,19/05/2025,1600,1800,1700
Tripura,"South District",Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,3900,4100,4000
Tripura,"South District",Barpathari,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,19/05/2025,5900,6100,6000
Tripura,"South District",Barpathari,"Sweet Pumpkin","Sweet Pumpkin",FAQ,19/05/2025,1900,2100,2000
Tripura,"South District",Barpathari,Tomato,Tomato,FAQ,19/05/2025,3900,4100,4000
"Uttar Pradesh",Agra,Achnera,Tomato,Deshi,FAQ,19/05/2025,700,800,750
"Uttar Pradesh",Agra,Fatehabad,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,1000,1200,1200
"Uttar Pradesh",Agra,Fatehabad,Cauliflower,Cauliflower,FAQ,19/05/2025,1200,1400,1400
"Uttar Pradesh",Agra,Fatehabad,Tomato,Deshi,FAQ,19/05/2025,500,700,700
"Uttar Pradesh",Aligarh,Charra,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1300,1400,1350
"Uttar Pradesh",Aligarh,Charra,Cauliflower,Cauliflower,FAQ,19/05/2025,1300,1500,1400
"Uttar Pradesh",Amethi,Sultanpur,Brinjal,Brinjal,FAQ,19/05/2025,1035,1065,1050
"Uttar Pradesh",Amethi,Sultanpur,Tomato,Deshi,Non-FAQ,19/05/2025,660,685,675
"Uttar Pradesh",Amroha,Amroha,Onion,Red,FAQ,19/05/2025,1100,1270,1190
"Uttar Pradesh",Amroha,Amroha,Potato,"Kufri Megha",FAQ,19/05/2025,1050,1200,1130
"Uttar Pradesh",Amroha,Amroha,Tomato,Deshi,FAQ,19/05/2025,650,850,750
"Uttar Pradesh",Amroha,Dhanaura,Cauliflower,Cauliflower,FAQ,19/05/2025,800,1000,900
"Uttar Pradesh",Amroha,Dhanaura,Wheat,Dara,Non-FAQ,19/05/2025,2430,2450,2440
"Uttar Pradesh",Badaun,Badayoun,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,1700,1810,1760
"Uttar Pradesh",Badaun,Badayoun,Cauliflower,Cauliflower,FAQ,19/05/2025,1500,1630,1555
"Uttar Pradesh",Badaun,Badayoun,Ginger(Green),"Green Ginger",FAQ,19/05/2025,4050,4180,4110
"Uttar Pradesh",Badaun,Badayoun,Potato,Desi,FAQ,19/05/2025,1080,1190,1135
"Uttar Pradesh",Badaun,Badayoun,Potato,Desi,Non-FAQ,19/05/2025,1000,1080,1040
"Uttar Pradesh",Badaun,Badayoun,Rice,III,FAQ,19/05/2025,3300,3380,3335
"Uttar Pradesh",Badaun,Badayoun,"Water Melon","Water Melon",Medium,19/05/2025,800,920,870
"Uttar Pradesh",Badaun,Ujhani,"Green Chilli","Green Chilly",FAQ,19/05/2025,2000,2050,2020
"Uttar Pradesh",Badaun,Ujhani,"Karbuja(Musk Melon)",Karbhuja,Medium,19/05/2025,1650,1750,1700
"Uttar Pradesh",Badaun,Ujhani,Tomato,Local,FAQ,19/05/2025,800,830,815
"Uttar Pradesh",Badaun,Visoli,Wheat,Dara,FAQ,19/05/2025,2430,2430,2430
"Uttar Pradesh",Bahraich,Naanpara,Apple,Apple,Medium,19/05/2025,5000,6000,5500
"Uttar Pradesh",Bahraich,Naanpara,"Banana - Green","Banana - Green",FAQ,19/05/2025,600,700,650
"Uttar Pradesh",Ballia,Rasda,Banana,"Banana - Ripe",Medium,19/05/2025,2865,3000,2925
"Uttar Pradesh",Ballia,Rasda,"Banana - Green","Banana - Green",FAQ,19/05/2025,1675,1800,1750
"Uttar Pradesh",Ballia,Rasda,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,19/05/2025,7550,7700,7630
"Uttar Pradesh",Ballia,Rasda,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/05/2025,6625,6780,6700
"Uttar Pradesh",Ballia,Rasda,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,1465,1600,1525
"Uttar Pradesh",Ballia,Rasda,"Bitter gourd","Bitter Gourd",FAQ,19/05/2025,1550,1700,1635
"Uttar Pradesh",Ballia,Rasda,Brinjal,Brinjal,FAQ,19/05/2025,1200,1310,1265
"Uttar Pradesh",Ballia,Rasda,Garlic,Average,FAQ,19/05/2025,6200,6310,6245
"Uttar Pradesh",Balrampur,Balrampur,Brinjal,Round/Long,FAQ,19/05/2025,1400,1600,1500
"Uttar Pradesh",Balrampur,Balrampur,Cabbage,Cabbage,FAQ,19/05/2025,900,1100,1000
"Uttar Pradesh",Balrampur,Balrampur,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,1050,1260,1150
"Uttar Pradesh",Balrampur,Balrampur,"Mousambi(Sweet Lime)",Mousambi,Medium,19/05/2025,3550,3760,3650
"Uttar Pradesh",Balrampur,Panchpedwa,Rice,III,FAQ,19/05/2025,2600,3000,2800
"Uttar Pradesh",Balrampur,Panchpedwa,Wheat,Dara,FAQ,19/05/2025,2425,2550,2500
"Uttar Pradesh",Balrampur,Tulsipur,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1020,1060,1040
"Uttar Pradesh",Balrampur,Tulsipur,Brinjal,Round/Long,FAQ,19/05/2025,1480,1550,1520
"Uttar Pradesh",Balrampur,Tulsipur,Cauliflower,Cauliflower,FAQ,19/05/2025,1350,1440,1400
"Uttar Pradesh",Bareilly,Anwala,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,600,800,700
"Uttar Pradesh",Bareilly,Anwala,Onion,Red,FAQ,19/05/2025,1000,1200,1100
"Uttar Pradesh",Bijnor,Haldaur,Gur(Jaggery),Pathari,FAQ,19/05/2025,3600,3800,3700
"Uttar Pradesh",Bulandshahar,Gulavati,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Gulavati,Pumpkin,Other,FAQ,19/05/2025,750,850,800
"Uttar Pradesh",Etah,Awagarh,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1500,1800,1600
"Uttar Pradesh",Etah,Awagarh,Cauliflower,Cauliflower,FAQ,19/05/2025,1200,1450,1300
"Uttar Pradesh",Etah,Awagarh,"Water Melon","Water Melon",Medium,19/05/2025,900,1050,1000
"Uttar Pradesh",Etawah,Jasvantnagar,Tomato,Hybrid,FAQ,19/05/2025,1235,1335,1285
"Uttar Pradesh",Firozabad,Sirsaganj,Pumpkin,Pumpkin,FAQ,19/05/2025,1000,1200,1100
"Uttar Pradesh",Hardoi,Hardoi,Onion,Pusa-Red,FAQ,19/05/2025,1140,1210,1180
"Uttar Pradesh",Hathras,Shadabad,Onion,Red,FAQ,19/05/2025,1700,1800,1750
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Apple,"Kasmir/Shimla - II",Medium,19/05/2025,8200,8280,8240
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Garlic,Garlic,FAQ,19/05/2025,2650,2700,2675
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Potato,Desi,FAQ,19/05/2025,1425,1475,1450
"Uttar Pradesh",Lalitpur,Mehrauni,Soyabean,Soyabeen,Non-FAQ,19/05/2025,4000,4200,4100
"Uttar Pradesh",Maharajganj,Anandnagar,"Green Chilli","Green Chilly",FAQ,19/05/2025,2800,3200,3000
"Uttar Pradesh",Maharajganj,Anandnagar,Gur(Jaggery),Red,FAQ,19/05/2025,3800,4200,4000
"Uttar Pradesh",Mahoba,Charkhari,"Barley (Jau)",Dara,FAQ,19/05/2025,2100,2200,2200
"Uttar Pradesh",Mahoba,Charkhari,Wheat,"147 Average",FAQ,19/05/2025,2450,2460,2450
"Uttar Pradesh",Mahoba,Charkhari,Wood,Other,FAQ,19/05/2025,420,420,420
"Uttar Pradesh",Mainpuri,Ghiraur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/05/2025,6325,6430,6365
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,"Masur Dal","Kala Masoor New",FAQ,19/05/2025,9000,9100,9050
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,700,1000,800
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Potato,Desi,FAQ,19/05/2025,700,900,800
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Tomato,Hybrid,FAQ,19/05/2025,750,900,800
"Uttar Pradesh",Muzaffarnagar,Muzzafarnagar,Tomato,Hybrid,Non-FAQ,19/05/2025,600,700,650
"Uttar Pradesh",Pillibhit,Pilibhit,Apple,Delicious,Medium,19/05/2025,9450,9540,9495
"Uttar Pradesh",Pillibhit,Pilibhit,Cauliflower,Local,FAQ,19/05/2025,1435,1515,1475
"Uttar Pradesh",Pillibhit,Pilibhit,Tomato,Local,FAQ,19/05/2025,755,835,795
"Uttar Pradesh",Pillibhit,Pilibhit,Tomato,Local,Non-FAQ,19/05/2025,655,730,690
"Uttar Pradesh",Prayagraj,Ajuha,Tomato,Deshi,FAQ,19/05/2025,740,880,800
"Uttar Pradesh",Prayagraj,Jasra,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,1300,1425,1365
"Uttar Pradesh",Prayagraj,Jasra,Garlic,Garlic,FAQ,19/05/2025,6200,6375,6300
"Uttar Pradesh",Rampur,Tanda(Rampur),"Bitter gourd",Other,FAQ,19/05/2025,1000,1040,1020
"Uttar Pradesh",Rampur,Tanda(Rampur),Tomato,Deshi,FAQ,19/05/2025,800,840,820
"Uttar Pradesh",Rampur,Tanda(Rampur),Wood,Other,FAQ,19/05/2025,530,550,540
"Uttar Pradesh",Sambhal,Bhehjoi,Potato,Potato,Non-FAQ,19/05/2025,700,710,705
"Uttar Pradesh",Shamli,Kairana,Cabbage,Cabbage,FAQ,19/05/2025,900,1000,950
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Gur(Jaggery),Yellow,FAQ,19/05/2025,3000,3200,3100
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Onion,Nasik,FAQ,19/05/2025,950,1050,1000
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Potato,Local,FAQ,19/05/2025,850,950,900
"Uttar Pradesh",Sitapur,Sitapur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,19/05/2025,10000,11250,11160
"Uttar Pradesh",Sitapur,Sitapur,Banana,"Banana - Ripe",Medium,19/05/2025,2600,2950,2785
"Uttar Pradesh",Sitapur,Sitapur,Ginger(Green),"Green Ginger",FAQ,19/05/2025,3200,3700,3560
"Uttar Pradesh",Sitapur,Sitapur,Mustard,Sarson(Black),FAQ,19/05/2025,5700,6700,5970
"Uttar Pradesh",Sitapur,Sitapur,Onion,Red,FAQ,19/05/2025,1000,1300,1175
"Uttar Pradesh",Sitapur,Sitapur,Tomato,Hybrid,FAQ,19/05/2025,700,900,800
Uttrakhand,Dehradoon,Rishikesh,Carrot,Other,FAQ,19/05/2025,1000,1500,1250
Uttrakhand,Dehradoon,Rishikesh,Cucumbar(Kheera),Other,FAQ,19/05/2025,550,800,600
Uttrakhand,Dehradoon,Rishikesh,"Mousambi(Sweet Lime)",Other,Medium,19/05/2025,3000,4000,3500
Uttrakhand,Dehradoon,Rishikesh,Onion,Other,FAQ,19/05/2025,1100,1450,1250
Uttrakhand,Dehradoon,Rishikesh,Peach,Other,Medium,19/05/2025,3500,4800,4250
Uttrakhand,Dehradoon,Rishikesh,"Water Melon",Other,Medium,19/05/2025,600,800,650
Uttrakhand,Dehradoon,Vikasnagar,Cauliflower,Other,FAQ,19/05/2025,150,500,500
Uttrakhand,Dehradoon,Vikasnagar,Onion,Other,Non-FAQ,19/05/2025,1200,1200,1200
Uttrakhand,Haridwar,"Haridwar Union","Bottle gourd","Bottle Gourd",FAQ,19/05/2025,400,600,500
Uttrakhand,Haridwar,"Haridwar Union","Karbuja(Musk Melon)",Karbhuja,Medium,19/05/2025,1500,2000,1600
Uttrakhand,Haridwar,"Haridwar Union",Onion,Onion,FAQ,19/05/2025,1000,1500,1200
Uttrakhand,Haridwar,"Haridwar Union",Potato,Potato,FAQ,19/05/2025,800,1000,900
Uttrakhand,Haridwar,Roorkee,"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,1000,2000,1500
Uttrakhand,Haridwar,Roorkee,Cucumbar(Kheera),Other,FAQ,19/05/2025,500,700,600
Uttrakhand,Haridwar,Roorkee,Potato,Other,FAQ,19/05/2025,800,1200,1000
Uttrakhand,Nanital,Ramnagar,"Bottle gourd",Other,FAQ,19/05/2025,2800,3000,2900
Uttrakhand,Nanital,Ramnagar,"French Beans (Frasbean)",Other,FAQ,19/05/2025,2600,3000,2800
Uttrakhand,Nanital,Ramnagar,Lemon,Other,FAQ,19/05/2025,4500,5500,5000
Uttrakhand,Nanital,Ramnagar,Onion,Other,FAQ,19/05/2025,2100,2500,2300
Uttrakhand,Nanital,Ramnagar,Papaya,Other,Medium,19/05/2025,3800,4000,3900
Uttrakhand,Nanital,Ramnagar,"Water Melon",Other,Medium,19/05/2025,3600,4000,3800
Uttrakhand,UdhamSinghNagar,Gadarpur,Rice,Other,FAQ,19/05/2025,3010,3230,3150
"West Bengal",Bankura,"Indus(Bankura Sadar)","Green Chilli","Green Chilly",FAQ,19/05/2025,4200,4600,4500
"West Bengal",Hooghly,Pandua,"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,1200,1500,1300
"West Bengal",Hooghly,Sheoraphuly,Garlic,Other,FAQ,19/05/2025,8000,10000,9000
"West Bengal",Hooghly,Sheoraphuly,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/05/2025,2800,3000,3000
"West Bengal",Jalpaiguri,Belacoba,"Bitter gourd","Bitter Gourd",FAQ,19/05/2025,1400,1600,1500
"West Bengal",Jhargram,Jhargram,Brinjal,Round/Long,FAQ,19/05/2025,2000,2300,2100
"West Bengal",Jhargram,Jhargram,Rice,Common,FAQ,19/05/2025,3600,4000,3800
"West Bengal",Medinipur(W),Ghatal,Mustard,"Yellow (Black)",FAQ,19/05/2025,6100,6300,6200
"West Bengal",Murshidabad,Kasimbazar,Jute,TD-5,FAQ,19/05/2025,6000,6100,6050
"West Bengal",Murshidabad,Kasimbazar,Rice,Other,FAQ,19/05/2025,3600,3800,3700
"West Bengal",Puruliya,Balarampur,Onion,Other,FAQ,19/05/2025,1500,1800,1600
"West Bengal",Puruliya,Balarampur,Ridgeguard(Tori),Other,FAQ,19/05/2025,2000,2500,2200
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,2800,3000,2900
"Andhra Pradesh",Anantapur,Anantapur,"Mousambi(Sweet Lime)",Mousambi,Medium,19/05/2025,400,4300,2500
"Andhra Pradesh",Chittor,Chittoor,Gur(Jaggery),"NO 2",FAQ,19/05/2025,3400,3500,3500
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Amruthapani,Large,19/05/2025,2800,3800,3300
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Chakkarakeli(Red),Large,19/05/2025,3700,4700,4500
"Andhra Pradesh",Kurnool,Nandyal,Maize,"Deshi Red",FAQ,19/05/2025,2300,2300,2300
"Andhra Pradesh",Visakhapatnam,Chintapally,Turmeric,Finger,FAQ,19/05/2025,6000,7000,6500
Gujarat,Amreli,Damnagar,"Green Chilli","Green Chilly",FAQ,19/05/2025,1550,2550,2200
Gujarat,Amreli,Damnagar,Tomato,Local,Non-FAQ,19/05/2025,1650,2550,2050
Gujarat,Amreli,Savarkundla,Groundnut,"Big (With Shell)",Non-FAQ,19/05/2025,4900,5450,5150
Gujarat,Anand,"Khambhat(Grain Market)",Wheat,Other,FAQ,19/05/2025,2350,2700,2500
Gujarat,Bharuch,Jambusar(Kaavi),"Castor Seed",Other,FAQ,19/05/2025,5600,6000,5800
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Guar,Other,FAQ,19/05/2025,3500,5000,4000
Gujarat,Junagarh,Bhesan,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,19/05/2025,4500,6500,6000
Gujarat,Junagarh,Bhesan,Cotton,Other,FAQ,19/05/2025,5000,7500,6500
Gujarat,Junagarh,Bhesan,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,19/05/2025,6000,9000,7000
Gujarat,Junagarh,Mangrol,"Corriander seed","Coriander Seed",FAQ,19/05/2025,6500,6550,6530
Gujarat,Junagarh,Mangrol,Wheat,Lok-1,FAQ,19/05/2025,2500,2600,2575
Gujarat,Navsari,Bilimora,"Bottle gourd",Other,FAQ,19/05/2025,1500,2000,1800
Gujarat,Navsari,Bilimora,Onion,Nasik,FAQ,19/05/2025,1000,1800,1400
Gujarat,Rajkot,Dhoraji,"Castor Seed","Castor seed",FAQ,19/05/2025,5655,6130,5955
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Cluster beans","Cluster Beans",FAQ,19/05/2025,3000,5000,4000
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Lemon,Lemon,FAQ,19/05/2025,5000,12000,8500
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Potato,Desi,FAQ,19/05/2025,800,1900,1350
Gujarat,Surat,Bardoli(Katod),"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,1100,2100,1750
Gujarat,Surat,Bardoli(Katod),Brinjal,Other,FAQ,19/05/2025,1250,2200,1650
Gujarat,Surat,Mahuva(Anaval),Mango,Raspuri,Medium,19/05/2025,2750,3250,3000
Gujarat,Surat,Surat,"Banana - Green",Other,FAQ,19/05/2025,1000,2000,1500
Gujarat,Surat,Surat,Drumstick,Other,FAQ,19/05/2025,1000,3800,2400
Gujarat,Surat,Surat,"Elephant Yam (Suran)",Other,FAQ,19/05/2025,6500,7000,6750
Gujarat,Surat,Surat,Ginger(Green),Other,FAQ,19/05/2025,1500,2500,2000
Gujarat,Surat,Surat,"Pointed gourd (Parval)",Other,FAQ,19/05/2025,2500,6000,4250
Gujarat,Surat,Surat,"Surat Beans (Papadi)",Other,FAQ,19/05/2025,4500,10000,7250
Gujarat,Surat,Surat,"Sweet Potato",Other,FAQ,19/05/2025,1500,2800,2150
Gujarat,Surendranagar,Vadhvan,Banana,Other,Medium,19/05/2025,2500,3000,2750
Gujarat,Surendranagar,Vadhvan,Cauliflower,Cauliflower,FAQ,19/05/2025,2500,3500,3000
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,500,1000,750
Gujarat,Surendranagar,Vadhvan,Mango,Badami,Medium,19/05/2025,8000,10000,9000
